movieId,title,genres,rating_count,average_rating,imdbId,tmdbId,imdb_url
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,57,2.8771929824561404,112715,10329.0,https://www.imdb.com/title/tt112715
161,Crimson Tide (1995),Drama|Thriller|War,103,3.6359223300970873,112740,8963.0,https://www.imdb.com/title/tt112740
163,Desperado (1995),Action|Romance|Western,66,3.5606060606060606,112851,8068.0,https://www.imdb.com/title/tt112851
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,144,3.5555555555555554,112864,1572.0,https://www.imdb.com/title/tt112864
168,First Knight (1995),Action|Drama|Romance,54,3.0833333333333335,113071,6520.0,https://www.imdb.com/title/tt113071
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,53,2.6792452830188678,113481,9886.0,https://www.imdb.com/title/tt113481
173,Judge Dredd (1995),Action|Crime|Sci-Fi,62,2.6693548387096775,113492,9482.0,https://www.imdb.com/title/tt113492
185,"Net, The (1995)",Action|Crime|Thriller,112,3.0401785714285716,113957,1642.0,https://www.imdb.com/title/tt113957
208,Waterworld (1995),Action|Adventure|Sci-Fi,115,2.9130434782608696,114898,9804.0,https://www.imdb.com/title/tt114898
223,Clerks (1994),Comedy,104,3.855769230769231,109445,2292.0,https://www.imdb.com/title/tt109445
225,Disclosure (1994),Drama|Thriller,52,3.5384615384615383,109635,8984.0,https://www.imdb.com/title/tt109635
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,133,3.0601503759398496,109686,8467.0,https://www.imdb.com/title/tt109686
235,Ed Wood (1994),Comedy|Drama,70,3.6785714285714284,109707,522.0,https://www.imdb.com/title/tt109707
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,109,3.458715596330275,110148,628.0,https://www.imdb.com/title/tt110148
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,251,4.231075697211155,76759,11.0,https://www.imdb.com/title/tt76759
266,Legends of the Fall (1994),Drama|Romance|War|Western,68,3.3970588235294117,110322,4476.0,https://www.imdb.com/title/tt110322
288,Natural Born Killers (1994),Action|Crime|Thriller,92,3.233695652173913,110632,241.0,https://www.imdb.com/title/tt110632
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,101,3.4257425742574257,114069,6950.0,https://www.imdb.com/title/tt114069
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,133,4.018796992481203,110413,101.0,https://www.imdb.com/title/tt110413
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,307,4.197068403908795,110912,680.0,https://www.imdb.com/title/tt110912
300,Quiz Show (1994),Drama,81,3.5185185185185186,110932,11450.0,https://www.imdb.com/title/tt110932
316,Stargate (1994),Action|Adventure|Sci-Fi,140,3.375,111282,2164.0,https://www.imdb.com/title/tt111282
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,81,3.2037037037037037,111070,11395.0,https://www.imdb.com/title/tt111070
318,"Shawshank Redemption, The (1994)",Crime|Drama,317,4.429022082018927,111161,278.0,https://www.imdb.com/title/tt111161
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,108,3.3935185185185186,111280,193.0,https://www.imdb.com/title/tt111280
337,What's Eating Gilbert Grape (1993),Drama,77,3.7662337662337664,108550,1587.0,https://www.imdb.com/title/tt108550
339,While You Were Sleeping (1995),Comedy|Romance,98,3.4693877551020407,114924,2064.0,https://www.imdb.com/title/tt114924
344,Ace Ventura: Pet Detective (1994),Comedy,161,3.040372670807453,109040,3049.0,https://www.imdb.com/title/tt109040
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,110,3.6045454545454545,109444,9331.0,https://www.imdb.com/title/tt109444
350,"Client, The (1994)",Drama|Mystery|Thriller,57,3.3859649122807016,109446,10731.0,https://www.imdb.com/title/tt109446
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,64,3.609375,109506,9495.0,https://www.imdb.com/title/tt109506
356,Forrest Gump (1994),Comedy|Drama|Romance|War,329,4.164133738601824,109830,13.0,https://www.imdb.com/title/tt109830
357,Four Weddings and a Funeral (1994),Comedy|Romance,103,3.5194174757281553,109831,712.0,https://www.imdb.com/title/tt109831
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,172,3.941860465116279,110357,8587.0,https://www.imdb.com/title/tt110357
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157,3.1847133757961785,110475,854.0,https://www.imdb.com/title/tt110475
368,Maverick (1994),Adventure|Comedy|Western,74,3.5,110478,9359.0,https://www.imdb.com/title/tt110478
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,58,3.060344827586207,110622,36593.0,https://www.imdb.com/title/tt110622
377,Speed (1994),Action|Romance|Thriller,171,3.5292397660818713,111257,1637.0,https://www.imdb.com/title/tt111257
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,178,3.497191011235955,111503,36955.0,https://www.imdb.com/title/tt111503
410,Addams Family Values (1993),Children|Comedy|Fantasy,84,3.1011904761904763,106220,2758.0,https://www.imdb.com/title/tt106220
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,59,2.7203389830508473,109254,306.0,https://www.imdb.com/title/tt109254
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,55,2.6454545454545455,109439,11310.0,https://www.imdb.com/title/tt109439
434,Cliffhanger (1993),Action|Adventure|Thriller,101,3.0346534653465347,106582,9350.0,https://www.imdb.com/title/tt106582
435,Coneheads (1993),Comedy|Sci-Fi,63,2.4206349206349205,106598,9612.0,https://www.imdb.com/title/tt106598
440,Dave (1993),Comedy|Romance,76,3.5460526315789473,106673,11566.0,https://www.imdb.com/title/tt106673
442,Demolition Man (1993),Action|Adventure|Sci-Fi,81,3.0925925925925926,106697,9739.0,https://www.imdb.com/title/tt106697
454,"Firm, The (1993)",Drama|Thriller,101,3.5346534653465347,106918,37233.0,https://www.imdb.com/title/tt106918
457,"Fugitive, The (1993)",Thriller,190,3.9921052631578946,106977,5503.0,https://www.imdb.com/title/tt106977
466,Hot Shots! Part Deux (1993),Action|Comedy|War,60,2.8666666666666667,107144,9255.0,https://www.imdb.com/title/tt107144
474,In the Line of Fire (1993),Action|Thriller,70,3.692857142857143,107206,9386.0,https://www.imdb.com/title/tt107206
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,238,3.75,107290,329.0,https://www.imdb.com/title/tt107290
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,53,2.9339622641509435,107362,9593.0,https://www.imdb.com/title/tt107362
500,Mrs. Doubtfire (1993),Comedy|Drama,144,3.388888888888889,107614,788.0,https://www.imdb.com/title/tt107614
508,Philadelphia (1993),Drama,66,3.6136363636363638,107818,9800.0,https://www.imdb.com/title/tt107818
509,"Piano, The (1993)",Drama|Romance,61,3.540983606557377,107822,713.0,https://www.imdb.com/title/tt107822
520,Robin Hood: Men in Tights (1993),Comedy,69,3.130434782608696,107977,8005.0,https://www.imdb.com/title/tt107977
527,Schindler's List (1993),Drama|War,220,4.225,108052,424.0,https://www.imdb.com/title/tt108052
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,106,3.4716981132075473,108160,858.0,https://www.imdb.com/title/tt108160
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124,4.100806451612903,83658,78.0,https://www.imdb.com/title/tt83658
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,93,3.553763440860215,107688,9479.0,https://www.imdb.com/title/tt107688
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,61,3.262295081967213,108333,10057.0,https://www.imdb.com/title/tt108333
553,Tombstone (1993),Action|Drama|Western,65,3.8153846153846156,108358,11969.0,https://www.imdb.com/title/tt108358
555,True Romance (1993),Crime|Thriller,65,3.8,108399,319.0,https://www.imdb.com/title/tt108399
586,Home Alone (1990),Children|Comedy,116,2.9956896551724137,99785,771.0,https://www.imdb.com/title/tt99785
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,115,3.4347826086956523,99653,251.0,https://www.imdb.com/title/tt99653
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,183,3.7923497267759565,103639,812.0,https://www.imdb.com/title/tt103639
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,224,3.970982142857143,103064,280.0,https://www.imdb.com/title/tt103064
590,Dances with Wolves (1990),Adventure|Drama|Western,164,3.8353658536585367,99348,581.0,https://www.imdb.com/title/tt99348
592,Batman (1989),Action|Crime|Thriller,189,3.4285714285714284,96895,268.0,https://www.imdb.com/title/tt96895
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,279,4.161290322580645,102926,274.0,https://www.imdb.com/title/tt102926
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,77,3.616883116883117,29583,408.0,https://www.imdb.com/title/tt29583
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,146,3.7705479452054793,101414,10020.0,https://www.imdb.com/title/tt101414
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,60,3.45,32910,10895.0,https://www.imdb.com/title/tt32910
597,Pretty Woman (1990),Comedy|Romance,135,3.4851851851851854,100405,114.0,https://www.imdb.com/title/tt100405
608,Fargo (1996),Comedy|Crime|Drama|Thriller,181,4.116022099447513,116282,275.0,https://www.imdb.com/title/tt116282
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,162,3.537037037037037,117060,954.0,https://www.imdb.com/title/tt117060
653,Dragonheart (1996),Action|Adventure|Fantasy,65,3.0923076923076924,116136,8840.0,https://www.imdb.com/title/tt116136
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53,2.707547169811321,117705,2300.0,https://www.imdb.com/title/tt117705
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,58,3.3879310344827585,117979,8866.0,https://www.imdb.com/title/tt117979
733,"Rock, The (1996)",Action|Adventure|Thriller,121,3.6404958677685952,117500,9802.0,https://www.imdb.com/title/tt117500
736,Twister (1996),Action|Adventure|Romance|Thriller,123,3.321138211382114,117998,664.0,https://www.imdb.com/title/tt117998
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,97,4.268041237113402,57012,935.0,https://www.imdb.com/title/tt57012
778,Trainspotting (1996),Comedy|Crime|Drama,102,4.03921568627451,117951,627.0,https://www.imdb.com/title/tt117951
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,202,3.4455445544554455,116629,602.0,https://www.imdb.com/title/tt116629
784,"Cable Guy, The (1996)",Comedy|Thriller,54,2.8055555555555554,115798,9894.0,https://www.imdb.com/title/tt115798
786,Eraser (1996),Action|Drama|Thriller,64,3.109375,116213,9268.0,https://www.imdb.com/title/tt116213
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,82,2.731707317073171,117218,9327.0,https://www.imdb.com/title/tt117218
858,"Godfather, The (1972)",Crime|Drama,192,4.2890625,68646,238.0,https://www.imdb.com/title/tt68646
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,60,4.025,52357,426.0,https://www.imdb.com/title/tt52357
904,Rear Window (1954),Mystery|Thriller,84,4.261904761904762,47396,567.0,https://www.imdb.com/title/tt47396
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,57,4.184210526315789,53125,213.0,https://www.imdb.com/title/tt53125
912,Casablanca (1942),Drama|Romance,100,4.24,34583,289.0,https://www.imdb.com/title/tt34583
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,92,3.880434782608696,32138,630.0,https://www.imdb.com/title/tt32138
923,Citizen Kane (1941),Drama|Mystery,69,4.043478260869565,33467,15.0,https://www.imdb.com/title/tt33467
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,109,3.8944954128440368,62622,62.0,https://www.imdb.com/title/tt62622
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,58,4.0344827586206895,38650,1585.0,https://www.imdb.com/title/tt38650
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,71,3.887323943661972,58331,433.0,https://www.imdb.com/title/tt58331
1035,"Sound of Music, The (1965)",Musical|Romance,64,3.9375,59742,15121.0,https://www.imdb.com/title/tt59742
1036,Die Hard (1988),Action|Crime|Thriller,145,3.8620689655172415,95016,562.0,https://www.imdb.com/title/tt95016
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,119,3.8739495798319328,67992,252.0,https://www.imdb.com/title/tt67992
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,71,3.9225352112676055,95159,623.0,https://www.imdb.com/title/tt95159
1080,Monty Python's Life of Brian (1979),Comedy,89,3.9269662921348316,79470,583.0,https://www.imdb.com/title/tt79470
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,131,4.202290076335878,105236,500.0,https://www.imdb.com/title/tt105236
1090,Platoon (1986),Drama|War,63,3.984126984126984,91763,792.0,https://www.imdb.com/title/tt91763
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,122,3.7663934426229506,83866,601.0,https://www.imdb.com/title/tt83866
1101,Top Gun (1986),Action|Romance,83,3.3012048192771086,92099,744.0,https://www.imdb.com/title/tt92099
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,62,3.475806451612903,96754,2756.0,https://www.imdb.com/title/tt96754
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,136,4.161764705882353,71853,762.0,https://www.imdb.com/title/tt71853
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,56,4.035714285714286,108598,531.0,https://www.imdb.com/title/tt108598
1193,One Flew Over the Cuckoo's Nest (1975),Drama,133,4.203007518796992,73486,510.0,https://www.imdb.com/title/tt73486
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,211,4.2156398104265405,80684,1891.0,https://www.imdb.com/title/tt80684
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,142,4.232394366197183,93779,2493.0,https://www.imdb.com/title/tt93779
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,200,4.2075,82971,85.0,https://www.imdb.com/title/tt82971
1199,Brazil (1985),Fantasy|Sci-Fi,59,4.177966101694915,88846,68.0,https://www.imdb.com/title/tt88846
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,126,3.9642857142857144,90605,679.0,https://www.imdb.com/title/tt90605
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,72,4.145833333333333,60196,429.0,https://www.imdb.com/title/tt60196
1203,12 Angry Men (1957),Drama,57,4.149122807017544,50083,389.0,https://www.imdb.com/title/tt50083
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,120,3.995833333333333,66921,185.0,https://www.imdb.com/title/tt66921
1207,To Kill a Mockingbird (1962),Drama,58,4.120689655172414,56592,595.0,https://www.imdb.com/title/tt56592
1208,Apocalypse Now (1979),Action|Drama|War,107,4.219626168224299,78788,28.0,https://www.imdb.com/title/tt78788
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,196,4.137755102040816,86190,1892.0,https://www.imdb.com/title/tt86190
1213,Goodfellas (1990),Crime|Drama,126,4.25,99685,769.0,https://www.imdb.com/title/tt99685
1214,Alien (1979),Horror|Sci-Fi,146,3.969178082191781,78748,348.0,https://www.imdb.com/title/tt78748
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,51,4.03921568627451,106308,766.0,https://www.imdb.com/title/tt106308
1219,Psycho (1960),Crime|Horror,83,4.036144578313253,54215,539.0,https://www.imdb.com/title/tt54215
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,84,3.8095238095238093,80455,525.0,https://www.imdb.com/title/tt80455
1221,"Godfather: Part II, The (1974)",Crime|Drama,129,4.25968992248062,71562,240.0,https://www.imdb.com/title/tt71562
1222,Full Metal Jacket (1987),Drama|War,102,4.098039215686274,93058,600.0,https://www.imdb.com/title/tt93058
1225,Amadeus (1984),Drama,76,4.184210526315789,86879,279.0,https://www.imdb.com/title/tt86879
1230,Annie Hall (1977),Comedy|Romance,58,3.8706896551724137,75686,703.0,https://www.imdb.com/title/tt75686
1234,"Sting, The (1973)",Comedy|Crime,64,3.9765625,70735,9277.0,https://www.imdb.com/title/tt70735
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,131,3.8969465648854964,88247,218.0,https://www.imdb.com/title/tt88247
1246,Dead Poets Society (1989),Drama,86,3.9593023255813953,97165,207.0,https://www.imdb.com/title/tt97165
1247,"Graduate, The (1967)",Comedy|Drama|Romance,79,4.063291139240507,61722,37247.0,https://www.imdb.com/title/tt61722
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,59,4.211864406779661,71315,829.0,https://www.imdb.com/title/tt71315
1258,"Shining, The (1980)",Horror,109,4.08256880733945,81505,694.0,https://www.imdb.com/title/tt81505
1259,Stand by Me (1986),Adventure|Drama,91,4.0054945054945055,92005,235.0,https://www.imdb.com/title/tt92005
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,143,3.944055944055944,107048,137.0,https://www.imdb.com/title/tt107048
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,171,4.038011695906433,88763,105.0,https://www.imdb.com/title/tt88763
1276,Cool Hand Luke (1967),Drama,57,4.271929824561403,61512,903.0,https://www.imdb.com/title/tt61512
1278,Young Frankenstein (1974),Comedy|Fantasy,69,3.9927536231884058,72431,3034.0,https://www.imdb.com/title/tt72431
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,53,3.7830188679245285,32455,756.0,https://www.imdb.com/title/tt32455
1288,This Is Spinal Tap (1984),Comedy,66,4.015151515151516,88258,11031.0,https://www.imdb.com/title/tt88258
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,140,4.046428571428572,97576,89.0,https://www.imdb.com/title/tt97576
1302,Field of Dreams (1989),Children|Drama|Fantasy,56,3.517857142857143,97351,2323.0,https://www.imdb.com/title/tt97351
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,62,3.943548387096774,64115,642.0,https://www.imdb.com/title/tt64115
1307,When Harry Met Sally... (1989),Comedy|Romance,85,3.8588235294117648,98635,639.0,https://www.imdb.com/title/tt98635
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,91,3.879120879120879,117731,199.0,https://www.imdb.com/title/tt117731
1370,Die Hard 2 (1990),Action|Adventure|Thriller,68,3.4044117647058822,99423,1573.0,https://www.imdb.com/title/tt99423
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,62,3.7661290322580645,84726,154.0,https://www.imdb.com/title/tt84726
1377,Batman Returns (1992),Action|Crime,60,3.025,103776,364.0,https://www.imdb.com/title/tt103776
1380,Grease (1978),Comedy|Musical|Romance,68,3.139705882352941,77631,621.0,https://www.imdb.com/title/tt77631
1387,Jaws (1975),Action|Horror,91,4.0054945054945055,73195,578.0,https://www.imdb.com/title/tt73195
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,86,3.0930232558139537,116996,75.0,https://www.imdb.com/title/tt116996
1393,Jerry Maguire (1996),Drama|Romance,85,3.5941176470588236,116695,9390.0,https://www.imdb.com/title/tt116695
1394,Raising Arizona (1987),Comedy,58,3.9913793103448274,93822,378.0,https://www.imdb.com/title/tt93822
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,70,3.2,117571,4232.0,https://www.imdb.com/title/tt117571
1466,Donnie Brasco (1997),Crime|Drama,52,3.7403846153846154,119008,9366.0,https://www.imdb.com/title/tt119008
1485,Liar Liar (1997),Comedy,74,3.0337837837837838,119528,1624.0,https://www.imdb.com/title/tt119528
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,59,3.610169491525424,119229,9434.0,https://www.imdb.com/title/tt119229
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,100,3.535,118655,816.0,https://www.imdb.com/title/tt118655
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,116,3.7456896551724137,119116,18.0,https://www.imdb.com/title/tt119116
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,67,2.753731343283582,119567,330.0,https://www.imdb.com/title/tt119567
1552,Con Air (1997),Action|Adventure|Thriller,59,3.0338983050847457,118880,1701.0,https://www.imdb.com/title/tt118880
1573,Face/Off (1997),Action|Crime|Drama|Thriller,77,3.3701298701298703,119094,754.0,https://www.imdb.com/title/tt119094
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,165,3.487878787878788,119654,607.0,https://www.imdb.com/title/tt119654
1584,Contact (1997),Drama|Sci-Fi,82,3.652439024390244,118884,686.0,https://www.imdb.com/title/tt118884
1608,Air Force One (1997),Action|Thriller,58,3.3448275862068964,118571,9772.0,https://www.imdb.com/title/tt118571
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,90,3.8722222222222222,99810,1669.0,https://www.imdb.com/title/tt99810
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,97,4.061855670103093,119488,2118.0,https://www.imdb.com/title/tt119488
1625,"Game, The (1997)",Drama|Mystery|Thriller,77,3.7012987012987013,119174,2649.0,https://www.imdb.com/title/tt119174
1639,Chasing Amy (1997),Comedy|Drama|Romance,52,3.576923076923077,118842,2255.0,https://www.imdb.com/title/tt118842
1641,"Full Monty, The (1997)",Comedy|Drama,56,3.7589285714285716,119164,9427.0,https://www.imdb.com/title/tt119164
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,51,3.411764705882353,118971,1813.0,https://www.imdb.com/title/tt118971
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,86,3.953488372093023,119177,782.0,https://www.imdb.com/title/tt119177
1676,Starship Troopers (1997),Action|Sci-Fi,80,3.33125,120201,563.0,https://www.imdb.com/title/tt120201
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,125,3.812,120382,37165.0,https://www.imdb.com/title/tt120382
1704,Good Will Hunting (1997),Drama|Romance,141,4.078014184397163,119217,489.0,https://www.imdb.com/title/tt119217
1721,Titanic (1997),Drama|Romance,140,3.414285714285714,120338,597.0,https://www.imdb.com/title/tt120338
1732,"Big Lebowski, The (1998)",Comedy|Crime,106,3.9245283018867925,118715,115.0,https://www.imdb.com/title/tt118715
1777,"Wedding Singer, The (1998)",Comedy|Romance,56,3.419642857142857,120888,11003.0,https://www.imdb.com/title/tt120888
1784,As Good as It Gets (1997),Comedy|Drama|Romance,96,3.6979166666666665,119822,2898.0,https://www.imdb.com/title/tt119822
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,92,3.0543478260869565,120591,95.0,https://www.imdb.com/title/tt120591
1923,There's Something About Mary (1998),Comedy|Romance,105,3.676190476190476,129387,544.0,https://www.imdb.com/title/tt129387
1954,Rocky (1976),Drama,64,3.828125,75148,1366.0,https://www.imdb.com/title/tt75148
1961,Rain Man (1988),Drama,96,3.8072916666666665,95953,380.0,https://www.imdb.com/title/tt95953
1968,"Breakfast Club, The (1985)",Comedy|Drama,113,3.7787610619469025,88847,2108.0,https://www.imdb.com/title/tt88847
1997,"Exorcist, The (1973)",Horror|Mystery,53,3.80188679245283,70047,9552.0,https://www.imdb.com/title/tt70047
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,75,3.6733333333333333,93409,941.0,https://www.imdb.com/title/tt93409
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,57,3.5701754385964914,89218,9340.0,https://www.imdb.com/title/tt89218
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,60,3.1,120746,9342.0,https://www.imdb.com/title/tt120746
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,87,3.5057471264367814,96874,165.0,https://www.imdb.com/title/tt96874
